15masstree_25rps_1baseline_8channels_latency.out,15masstree_25rps_1blender_8channels_latency.out,15masstree_25rps_1bwaves_8channels_latency.out,15masstree_25rps_1cactuBSSN_8channels_latency.out,15masstree_25rps_1cam4_8channels_latency.out,15masstree_25rps_1deepsjeng_8channels_latency.out,15masstree_25rps_1exchange2_8channels_latency.out,15masstree_25rps_1fotonik3d_8channels_latency.out,15masstree_25rps_1gcc_8channels_latency.out,15masstree_25rps_1imagick_8channels_latency.out,15masstree_25rps_1lbm_8channels_latency.out,15masstree_25rps_1leela_8channels_latency.out,15masstree_25rps_1mcf_8channels_latency.out,15masstree_25rps_1nab_8channels_latency.out,15masstree_25rps_1namd_8channels_latency.out,15masstree_25rps_1omnetpp_8channels_latency.out,15masstree_25rps_1parest_8channels_latency.out,15masstree_25rps_1perlbench_8channels_latency.out,15masstree_25rps_1povray_8channels_latency.out,15masstree_25rps_1roms_8channels_latency.out,15masstree_25rps_1wrf_8channels_latency.out,15masstree_25rps_1x264_8channels_latency.out,15masstree_25rps_1xalancbmk_8channels_latency.out,15masstree_25rps_1xz_8channels_latency.out
50785049,13576843,54671599,122831114,51793774,116284532,53311852,51945845,0,15772411,118674565,42165663,13090548,53540805,17068430,52827361,52760429,0,55326666,54375942,51142991,34504068,53370411,39728599
51265416,13552024,54690340,122990887,52766497,116450896,54566055,53151632,0,18256021,118862532,42178078,13223135,53932027,17927998,52888087,53209898,0,56514515,54390967,52198599,42704297,53971413,40194626
51544329,13913598,56210461,123465444,53799218,116622720,54979466,53231758,0,18723200,118947506,43090916,13287437,54680905,18456836,53023962,53332037,0,57102503,54788925,56513131,49222874,55655813,40847051
52308395,14140646,56538370,123445082,53820988,116775745,55670526,53544732,0,19675479,119551827,43735240,13566162,56341044,23344764,53990785,53607475,0,57121663,55970688,56678416,54990998,56642167,40979033
52332585,14120705,57179170,123470133,54263662,117004641,57453285,54837706,0,22911881,119834523,44414055,13583504,56687449,28242291,54407498,53942895,0,59137599,56506672,57344899,55963956,56779806,43098056
53772690,14233297,57489041,123607006,54637236,117053915,59175073,56786734,0,23582943,120086334,48330523,13741479,56867104,29769145,56942952,54939238,0,59385024,58095122,57910743,58157839,58560453,52163881
53905349,14340068,58805630,124464628,56609845,117448880,61081822,58018814,0,31074038,121078558,52712828,14536639,58229425,33559141,57237286,55061485,0,59566500,59147780,61764294,61123461,60083432,56494307
14308442,0,14081747,26241184,14418836,23571280,14595521,14528997,0,0,27952660,13844659,11961071,14454066,12523422,14117066,14467601,0,14651644,14273173,14328374,12400085,14439467,15548043
14350154,0,14124249,31585755,14418576,23561867,14711985,14570447,0,0,28122015,14022530,12096553,14492670,13162549,14196026,14684898,0,14886596,14406097,14589189,12549492,14547630,16068283
14552789,0,14344914,32615078,14479901,23808359,14799401,14616329,0,0,28204764,14087982,12207798,14612100,13193907,14335393,14706846,0,14933528,14645428,14743140,12601516,14702749,16300259
14551998,0,14406158,32767160,14449931,24055023,14804475,14670344,0,0,28340225,14243094,12423193,14743168,13523471,14373961,14794035,0,14979111,14658784,14860777,12939111,14771324,16407393
14539414,0,14638250,32861383,14573722,24178847,14855405,14705586,0,0,28286772,14312672,12413847,14822383,13562339,14525803,14760790,0,15080082,14823390,14879372,13001901,14792222,16661846
14706661,0,14659069,32927367,14621402,25581924,14903097,14760859,0,0,28324448,14213817,12701905,14927294,13614909,14575654,14884554,0,15083271,14878212,14985398,13259856,14916890,16735789
14724379,0,14819036,33070476,14601529,25877952,14953304,14809682,0,0,28643114,14329258,12604195,14966829,13675208,14624700,14906353,0,15096601,14886622,14941754,13455732,14924101,16774923
14857506,0,15005151,33130722,14717038,26065860,14955373,14893898,0,0,28712412,14414662,12889399,14965645,13717758,14682735,14958168,0,15102866,15008443,14927275,13657726,14959419,16785754
14898089,0,15025940,33238087,14969754,26173675,15015616,15023943,0,0,28700176,14498905,12967298,15023866,13765739,14671403,14973012,0,15180971,15066874,15107229,14096179,15142549,16747985
14907468,0,15083265,33476712,15022851,26356533,15049009,15029068,0,0,29017116,14529983,12986369,15037444,13888502,14710898,15094579,0,15171773,15125787,15192231,14097052,15109078,16808156
14977125,0,15189234,33895175,15189434,26561133,15041630,15059205,0,0,29138503,14718383,13163342,15147784,13916719,14844041,15022881,0,15188232,15105047,15224695,14444824,15186147,16986204
15151874,0,15219450,33862954,15252733,26899747,15032271,15126959,0,0,29790319,14838855,13119849,15213332,14072421,14850382,15099918,0,15278696,15190315,15508488,14860659,15360887,17076009
15199683,0,15334809,33929264,15350469,26997237,15171616,15152928,0,0,30065964,14602769,13359137,15262002,14130497,15064527,15145704,0,15315281,15205937,15490969,14943576,15425402,17184918
15235866,0,15412843,34084006,16760379,26754576,15359904,15153854,0,0,30251749,14897935,13837145,15349413,14262094,15464803,15374407,0,15342111,15291304,15659453,15017397,15585486,18029104
15256937,0,15412089,34918465,16979787,27415569,15382650,15298479,0,0,31390233,14853526,13878012,15396207,14676536,15493932,15426545,0,15697861,15397277,15847632,15163026,15592913,18177858
36363586,0,35794401,54198132,36024519,51463778,36851319,36770322,0,0,56176442,35007353,28240684,36424795,30985588,35472197,36771150,0,37476380,36665965,35798891,30526478,36714754,35936762
36653738,0,36206479,60038393,36493088,51488545,37119705,36907376,0,0,56352364,34984532,28272343,36763814,31439999,36024195,36997840,0,37580212,36727586,37005991,31552735,37093738,36673431
36818060,0,36743135,61124756,36563909,51662277,37095639,37386893,0,0,56414625,35454451,28682682,36950247,32063454,36401792,37111281,0,37698905,37088440,37294017,31968537,37595993,37055453
36955113,0,36896777,61354230,36525668,51953840,37171651,37438745,0,0,56491945,35626141,30332934,37455538,32953354,36640969,37258738,0,38126172,37361565,37374448,32258780,37829856,37735241
36997990,0,37149944,61412716,36693068,52124471,37674626,37513626,0,0,56597116,35950558,30405184,37807131,33029359,36718131,37355408,0,38333163,37466768,37496064,32360238,37894425,38042556
37142245,0,37203968,61411114,36776521,53675515,37961924,37552043,0,0,56589340,36047514,30826382,37976489,33265125,36764942,37506447,0,38514301,37594002,37866467,32753001,38022218,38042505
37380585,0,37626012,61666538,36839782,53961550,38027436,38000192,0,0,56913521,36152607,31151655,38074185,33359140,37018780,37594584,0,38544450,37820916,38039898,33460086,38119940,38095394
37611437,0,38293597,61673576,37277544,54131144,38069098,38072082,0,0,56784277,36366800,31178540,38189845,33737800,37154992,37809153,0,38567088,37870434,38161759,33593405,38255385,38218122
37674868,0,38323756,61788121,37793385,54192136,38221689,38083558,0,0,57018061,36795240,31169227,38285722,33892968,37359675,37896030,0,38547499,37946182,38417389,35875727,38521236,38373819
37929606,0,38311305,62061922,38362180,54461438,38479830,38093779,0,0,57262340,37321452,31991157,38340534,33977442,37502188,37983801,0,38589990,38091853,38416236,35903934,38626309,38520020
38046071,0,38352918,62443719,38445668,54691240,38513277,38216675,0,0,57424245,37063521,32195152,38351961,34143835,37491844,38121130,0,38600319,38253187,38448779,37182764,38742993,38722358
38077316,0,38521446,62530948,38496425,55021835,38480877,38456018,0,0,58188506,37536561,32322751,38365369,34520882,37670606,38398627,0,38593319,38575496,38810684,37781319,38781493,39112851
38192845,0,38754456,62562466,38607489,55138270,38637093,38598352,0,0,58408405,37646832,33537013,38929936,35065659,38241575,38929120,0,38704437,38542300,38936263,38008639,38982248,39356476
38266543,0,38858632,62631783,39154561,54887730,38625301,38628313,0,0,58666611,37634431,33668849,39007002,35479146,38727275,38900962,0,38779325,38891489,40047103,38168722,38982133,40620821
39341384,0,38993492,63575694,39213178,55558208,38704393,38786582,0,0,59921554,38123970,33959502,39193131,36299941,38828988,39064443,0,39420101,38953995,40330121,38690115,38983267,41134083
44224764,0,43267557,67374774,43442574,64581910,44319121,44364156,0,0,69657053,41596523,29313313,44195481,35034456,42203752,44056234,0,45455977,44365938,42182072,34075277,44702602,41824361
44288055,0,44331830,73672339,43866259,64630176,44560719,44648823,0,0,69853995,41782804,29825086,44264074,35074139,43019212,44571648,0,45535819,44788290,44717257,35432351,45547539,41881949
44343230,0,44391039,74943080,44000643,64761490,44613786,45397710,0,0,69884981,42253744,30382216,44669172,36482601,43527759,44690447,0,45789883,45177148,45015772,35693284,45942590,43525709
44785027,0,44470708,75208587,44312859,65122717,44737356,45597270,0,0,69967890,42436810,33341558,45336301,37594995,43857316,44749624,0,46298364,45189920,45256373,37146095,46003202,43678482
45007458,0,44553476,75202794,44575281,65322827,45854833,45868607,0,0,70068336,42603214,33426859,45955058,37823584,44434721,44772632,0,46304374,45454489,45350875,37277580,46131928,44479521
45093089,0,44971187,75235053,44709254,66992032,46076790,46055108,0,0,70143015,43239863,34195821,45995931,38274193,44844539,45089875,0,46682157,45617546,46122757,38017430,46192347,44659597
45169710,0,45822948,75490705,44708018,67309836,46155778,46135921,0,0,70269199,43460496,34376629,46290830,38464586,44881866,45465314,0,46810125,45720290,46608257,38425314,46576738,45001421
45226944,0,46145371,75530457,44932077,67389590,46199641,46244929,0,0,70475394,43659151,34726631,46362600,38933275,45009596,45754903,0,46897401,46014667,46638448,39602475,46874633,45346670
45369610,0,46460395,75552337,45791781,67516401,46408346,46314805,0,0,70626146,44321369,34660797,46420398,39040292,45352039,45781172,0,47227102,46479130,46637445,42894500,46817159,45428573
45629804,0,46807798,75937398,46376926,67854993,46392917,46490759,0,0,70830587,44312146,36399582,46538568,39085685,45756382,45964564,0,47167712,46470093,46848324,43031273,46921234,45519189
45742001,0,46994890,76312056,46529794,68081482,46921993,46682235,0,0,70983879,44871637,36595041,46848517,39224175,45759683,46191388,0,47375724,46562321,46900218,45256872,47037766,45790607
46287682,0,47123949,76414979,46700913,68422324,47477782,46717244,0,0,71836049,45034748,37000687,46907635,39867491,45883389,46677798,0,47583953,46844092,46898354,45764667,47148748,46025162
46725688,0,47221930,76463748,46793260,68249338,47536960,46925226,0,0,71982960,45247694,38900496,47056306,41400944,46719441,47032637,0,47601143,46948179,46933543,46385480,47451804,46944280
46754931,0,47388091,76394655,46830522,68529600,47691000,47215494,0,0,72267451,46370221,38959301,47287035,41830238,46789045,47664924,0,47795879,47413334,49339246,46418538,47603522,48438553
47700557,0,47726311,77526883,46836697,68994501,47737872,47687451,0,0,73652211,46856456,39125588,47805164,43059814,46796118,47918504,0,47910307,47855106,49536066,47787479,48063364,49367467
39677592,0,38771735,68647531,39451460,65556572,39430197,39537677,0,0,70985257,36179027,18772524,39837683,26500362,36567781,38869398,0,41277287,39476643,36481512,25471467,40834840,35017044
40084164,0,38798511,75221144,39636951,65601926,39704419,40206679,0,0,71107778,36683469,18768896,39959466,26871293,38320277,39132271,0,41639664,40093505,39978810,27316475,41007647,35258987
40088633,0,38941487,76667585,39698915,65742803,39993721,40858922,0,0,71240293,37229474,20318043,40039053,28940247,38469824,39394593,0,41690892,40995238,40494526,27616034,41668214,37625513
40191996,0,39732139,76838710,39963601,66141442,40451665,41249750,0,0,71292043,37454091,23669442,40913845,30193902,38685469,40430468,0,42302628,41426124,41186769,29949692,41748248,38255651
40179793,0,40098679,76888846,40348165,66404542,41714397,41420425,0,0,71340806,37629880,24518495,41313340,30514593,39382296,40642636,0,42635292,41570688,41651470,29987533,41918720,38561444
40342074,0,40587381,76948397,40402699,68095573,41970571,41832735,0,0,71526979,38205119,25311026,41371043,31458093,40080148,40649944,0,42661459,41574991,42167483,31580269,42231000,39210517
40899704,0,41999796,77233851,40802621,68470701,42077844,41819501,0,0,71734251,38575525,25528763,41870613,31465585,40228827,40627151,0,42985542,41608877,42180603,31632206,42581348,39846761
41002189,0,42411225,77236758,40854133,68525997,42124647,42226750,0,0,71607942,38932273,26025104,41899271,31686502,40750910,41091229,0,43011842,41754544,42248336,33160693,42594209,39849369
41223255,0,42572713,77274337,41469294,68628656,42504894,42313573,0,0,72092930,39264906,26360233,42077145,32208170,41556421,41943332,0,43504674,42110158,42644408,37918941,43015118,40367502
41582409,0,42624826,77715801,41528566,69061504,42500037,42456213,0,0,72211347,39814836,28323798,42349224,32511241,41732725,42289059,0,43463027,42923303,42684250,38014060,42978217,40827923
41602472,0,42695387,78031282,42135024,69294386,43573910,42453977,0,0,72442032,40160174,28961499,42749312,32660428,41790800,42291011,0,43716002,43262242,42901198,41386565,43282819,40851817
41742899,0,42971280,78157755,42569874,69628023,43976910,42579166,0,0,73296614,40276876,29705928,42910578,33256064,42161236,42573030,0,43898926,43517004,43006684,41665009,43528693,40842467
42368106,0,43227880,78173046,42795038,69434785,44044865,42647639,0,0,73471895,40461400,31702543,43100060,35658990,42398003,43010716,0,44264587,43712931,43079390,42657189,43637182,42041093
42697712,0,43788471,78120183,42925138,69768904,44118281,43319355,0,0,73694447,42161218,31835832,43145062,35994710,42596634,43922877,0,44349089,43660514,45861494,43016290,43933165,44175404
43106574,0,44034061,79300963,43339911,70243707,44618657,43744572,0,0,75087401,42494382,32630183,44399947,36702132,42799095,44680768,0,44320113,43962083,46428493,44715844,44033159,45488094
41065710,0,40004120,75904368,41722471,72858842,40560547,40490023,0,0,78640604,37029537,14329106,41107217,24429155,37398419,40521802,0,43638646,40879233,37064820,23201309,42272032,34324108
41729853,0,40081064,83090981,41987498,72936906,41266215,42673220,0,0,78753212,37084605,14734136,42281760,25091121,39089350,40568375,0,43650400,41761720,41270247,25455097,43284132,34940582
42031811,0,40650601,84668062,42011688,73003500,41586773,42693126,0,0,78875046,38377448,17229122,42391816,27550538,40045394,40992871,0,43932659,42937881,42742691,25758789,43716263,37855629
42175569,0,41828967,84873855,42133825,73426600,43066135,43224320,0,0,78896551,39525715,20279974,42625649,29385578,40485554,42540468,0,43982099,43865450,43208257,28799513,44023489,38864764
42261960,0,42024968,84952038,42273153,73865072,44011552,43471069,0,0,79025835,39484807,21787478,42826349,29665648,40680163,42909880,0,45082441,43899816,43776814,29416372,44151512,38977870
42739263,0,42104619,84963586,42677472,75602481,44429978,43748425,0,0,79194386,39936461,22552326,43787184,30694927,41748268,42883768,0,45580376,44132848,44155584,30887885,44799437,39930671
43116351,0,44511247,85198521,42792963,75926793,44505791,44141522,0,0,79416154,40255174,22847914,44294598,30755215,42034895,43482794,0,46034939,44186812,44319122,31243811,44845977,40621675
43349726,0,44539982,85253966,42937117,75989310,44702489,44265486,0,0,79351098,40390413,24331678,44343272,31290431,43485332,43598450,0,46042845,44261994,44376056,32824632,44935905,40917236
43452883,0,44634928,85262525,42994372,76067543,44979205,44478676,0,0,79825448,40661401,24237230,44693024,31880716,43424575,44041710,0,46007690,44671002,44491611,38834203,44935582,41737681
43686549,0,44711482,85815684,43669793,76557437,45407207,44650890,0,0,79911370,41123781,26737787,44802051,32129894,43947462,44602690,0,46066821,45625040,45279552,39317703,45393426,41910347
43713635,0,45355680,86088949,44010537,76877631,46520601,44712195,0,0,80144630,41936316,27594591,44967245,32208465,44341448,44797357,0,46163946,46380875,45354278,44145959,45505860,41980443
43893040,0,45574825,86195138,44435596,77169895,46648485,44746754,0,0,81093596,42023490,28962192,45415774,33650327,44393842,45099762,0,46598494,46434958,45451355,44268363,45715912,42049064
44399729,0,45660345,86248365,44873744,77057575,46757094,45175403,0,0,81272770,42448305,30966245,45672789,36252344,44626425,45768719,0,46776481,46683489,45634590,45340481,46012023,43506496
45238129,0,46303982,86252541,45017342,77338259,46870333,45496596,0,0,81483350,43491453,30990385,45708434,36573799,44802569,46759817,0,47278514,46851394,48998108,45991729,46033322,46202684
45483715,0,46389397,87449832,46125648,77868725,47807039,45519825,0,0,82978890,43868640,32050794,47690215,36615595,45227427,47896086,0,47580341,46910264,49316472,47929486,47054065,47972315
0,0,14816114,16847741,14839868,17201924,15051995,14850737,0,0,17430630,0,0,14951263,0,15069981,14984637,0,15108313,14944019,14694502,12642972,0,16059601
0,0,15126979,17644743,15028263,17250833,15243627,14966037,0,0,17509463,0,0,14991749,0,15137561,15111401,0,15191581,15122924,14904583,12963409,0,16266169
0,0,15241427,17669038,15183420,17197460,15284232,14992829,0,0,17480691,0,0,15111440,0,15195791,15293367,0,15242629,15198804,14925432,13199253,0,16590056
0,0,15283943,17688450,15322503,17290870,15351568,15088538,0,0,17486879,0,0,15395443,0,15270407,15372562,0,15313153,15325721,15193623,13521725,0,16865995
0,0,15327888,17693501,15296533,17301901,15410897,15083349,0,0,17585474,0,0,15454575,0,15239489,15394339,0,15409813,15344326,15231263,13444668,0,16902755
0,0,15419226,17704142,15428444,17383206,15448323,15192470,0,0,17490020,0,0,15495057,0,15267375,15435823,0,15453726,15367324,15319375,13502290,0,16970633
0,0,15450409,17714885,15438131,17366091,15474588,15252865,0,0,17558804,0,0,15632476,0,15338001,15461899,0,15556437,15404588,15394266,14030806,0,17140112
0,0,15521290,17724571,15500432,17406475,15507697,15338266,0,0,17575067,0,0,15625106,0,15294375,15637641,0,15610749,15436924,15494092,14283294,0,17151235
0,0,15542209,17730351,15551335,17247029,15598088,15462893,0,0,17509979,0,0,15744902,0,15382940,15678104,0,15708500,15547209,15464080,14366307,0,17242116
0,0,15538035,17698223,15561729,17370462,15613766,15520182,0,0,17471095,0,0,15775925,0,15478564,15688664,0,15740656,15626257,15640741,14671669,0,17283625
0,0,15605425,17741788,15645953,17449464,15617949,15564815,0,0,17535487,0,0,15836100,0,15473385,15747880,0,15766683,15703091,15670001,15039335,0,17370930
0,0,15649220,17820813,15682314,17413661,15695842,15596058,0,0,17538802,0,0,15872617,0,15619126,15826851,0,15789562,15770668,15661593,15256225,0,17383406
0,0,16073636,17759535,15862181,17525689,15872723,15631413,0,0,17584942,0,0,16021567,0,15625061,15859077,0,15892601,15794860,15875715,15297251,0,17514213
0,0,16015247,17821783,16813256,17322504,16069290,15702047,0,0,17625624,0,0,16037050,0,15791524,15977652,0,15926002,15857372,15968428,15279194,0,18170745
0,0,16258542,17850508,17333324,17596485,16550745,15643865,0,0,17539985,0,0,16186781,0,15927048,15986069,0,16216923,15945592,16190979,15465301,0,18349469
0,0,33969201,42225934,34662691,42425799,34019893,34145872,0,0,43084133,0,0,34617161,0,34769068,34329881,0,34930123,34437176,33634570,28452582,0,33343610
0,0,34355339,43483710,34841649,42413587,34915593,34409227,0,0,43014638,0,0,34630558,0,34930109,34555781,0,35178718,34503638,34038006,28937407,0,34342112
0,0,34851271,43563860,34915647,42510868,35255804,34791345,0,0,43083022,0,0,35339869,0,35000906,34873822,0,35395126,34933133,34622311,29290618,0,34890528
0,0,34975496,43610065,35076789,42704275,35283999,34855274,0,0,43071491,0,0,35590396,0,35090380,35096431,0,35429551,35031077,34981210,29843316,0,35420263
0,0,35193312,43632024,35193385,42724030,35283864,34970626,0,0,43223363,0,0,35695551,0,35146588,35213143,0,35607047,35425290,35126828,30708813,0,35594448
0,0,35260030,43646901,35278747,42569352,35387574,35048686,0,0,43133055,0,0,35792607,0,35336719,35502221,0,35640497,35454461,35537648,30731602,0,35748809
0,0,35365850,43653312,35303558,42867660,35607229,35189110,0,0,43110299,0,0,35789250,0,35431587,35552299,0,35936957,35588311,35722540,31854746,0,35872646
0,0,35443667,43621964,35282891,42830642,35748813,35315468,0,0,43074027,0,0,36136267,0,35509140,35530196,0,36111694,35725652,35917284,32241257,0,36099955
0,0,35594594,43732508,35487386,42876013,35769545,35413785,0,0,43184715,0,0,36405896,0,35484339,35895317,0,36273641,35941045,35902412,33424837,0,36446564
0,0,35913389,43740572,35499860,42816722,35953413,35665384,0,0,43113082,0,0,36566255,0,35597723,35975405,0,36445442,36310986,36191667,33916880,0,36607846
0,0,35933769,43766084,35776831,42627977,36052226,35864887,0,0,43146411,0,0,36864421,0,35687240,36027192,0,36501689,36615872,36138786,35256847,0,36611581
0,0,35978291,43713483,35969066,42892579,36420467,35911940,0,0,43330270,0,0,36939532,0,36122062,36072036,0,36621516,36659543,36564004,35691348,0,36701732
0,0,36998010,43858344,36263100,43021700,36552428,35958913,0,0,43305958,0,0,37047520,0,36248022,36408847,0,36629594,36670298,36762525,35953504,0,37016784
0,0,37198493,43866853,36322900,43043855,36970709,36054504,0,0,43330490,0,0,37196002,0,36331982,36532863,0,36927055,36649523,36878883,36133718,0,38103555
0,0,37378289,43929811,36814514,42994651,38070081,36081125,0,0,43396681,0,0,37396882,0,36800302,37045275,0,37399006,36702724,37361464,36565226,0,38700396
0,0,22583477,36733389,23109434,36875549,22501016,23208402,0,0,37922481,0,0,23933198,0,23782766,23090480,0,24740444,23369612,21470712,13579227,0,20412702
0,0,22889522,38607262,23591018,36989453,23635739,23700322,0,0,37870338,0,0,24027917,0,23988454,23373892,0,24876640,23694999,23595776,14289879,0,21650214
0,0,23335358,38844513,23684831,37127306,24117554,24227066,0,0,37942672,0,0,24060213,0,24088280,23680365,0,25030794,24332351,23589983,14841573,0,22519683
0,0,23997665,38847352,24212987,37198544,24415953,24479384,0,0,37967600,0,0,24599640,0,24162313,24011148,0,25067807,24618820,23763029,16312963,0,23120825
0,0,24171436,38891056,24391102,37481313,24577089,24665526,0,0,38009825,0,0,25083493,0,24417886,24284922,0,25238592,24704018,24651048,16780118,0,23559817
0,0,24234581,38912545,24674679,37505658,24644635,24681161,0,0,38025579,0,0,25115801,0,24871408,24682394,0,25384162,24871470,24830766,17423111,0,23692798
0,0,24425410,38905174,24671785,37215978,24961564,24755861,0,0,37993931,0,0,25455498,0,24881654,25196910,0,25413300,25398747,24921342,18721855,0,24115372
0,0,24949374,38971005,24703639,37638580,24973592,24836965,0,0,38111621,0,0,25597171,0,25209919,25321773,0,25635850,25471448,25224949,19788933,0,24607928
0,0,25064618,39038124,24745590,37591606,25542290,25051292,0,0,38221139,0,0,25932820,0,25220669,25444289,0,26111774,25518214,25827516,21826113,0,24658549
0,0,25200104,39043084,24810092,37652756,25634636,25097578,0,0,38082459,0,0,26125694,0,25261552,25462972,0,26207964,26132313,25887505,21979877,0,25064311
0,0,25257815,39105238,25018860,37560718,26129619,25083567,0,0,38146462,0,0,26822375,0,25436115,25463277,0,26243361,26236802,26400355,24355884,0,25297577
0,0,25745621,39046140,25036997,37657939,26120583,25204895,0,0,38342181,0,0,26899530,0,25643142,25821136,0,26268179,26339701,27177874,25115859,0,25350281
0,0,26893549,39170852,25307237,37812029,26720425,25623496,0,0,38323847,0,0,27142312,0,25841429,25977583,0,27105235,26680745,27297792,25438708,0,25682311
0,0,27213442,39263759,25425246,37867651,26827349,25883431,0,0,38370740,0,0,27365118,0,26550945,26034330,0,27429921,26744851,27307771,26289657,0,27346883
0,0,27517134,39358359,25696178,37769769,28358669,26051531,0,0,38525773,0,0,27473315,0,26957803,26938612,0,27585570,26801785,27453566,26915347,0,28479780
0,0,14306415,28752056,14255357,28912063,14646537,14655651,0,0,30261348,0,0,14751513,0,13809020,14578831,0,14275297,14629857,14194941,12502576,0,15524452
0,0,14621400,31122027,14390548,28972332,14631150,14739985,0,0,30194149,0,0,14836818,0,14470911,14597638,0,14447699,14732965,14229251,12653036,0,16011069
0,0,14642396,31533501,14500942,29134069,14695237,14805764,0,0,30243868,0,0,14929163,0,14530049,14745153,0,14600794,14851277,14383324,12682217,0,16439991
0,0,14693363,31530791,14558960,29253238,14939752,14831518,0,0,30327733,0,0,14931681,0,14587170,14788993,0,14630973,14980652,14394655,13024223,0,16452107
0,0,14738892,31579232,14729576,29312944,14998033,14888729,0,0,30360577,0,0,15032269,0,14757018,14888725,0,14898149,15013562,14518540,13266739,0,16483880
0,0,14777398,31596223,14799376,29676413,15122628,14969939,0,0,30366393,0,0,15039553,0,14809508,14909545,0,14935581,15042808,14677309,13477916,0,16756914
0,0,14855381,31630833,14847244,29750340,15184109,14974161,0,0,30343344,0,0,15057180,0,14769221,14913697,0,14875880,15035480,14889892,13788486,0,16848872
0,0,14975256,31653153,14925985,29763578,15264222,14957350,0,0,30489096,0,0,15086396,0,14973990,14994819,0,14927300,15044758,14938038,13946890,0,16830961
0,0,15061444,31730119,14998112,29856606,15252653,15011535,0,0,30449738,0,0,15236072,0,14954193,15084727,0,15007593,15070701,15180993,14200835,0,16944184
0,0,15123590,31786680,15014412,29750749,15341190,15067483,0,0,30675621,0,0,15255901,0,14980156,15084295,0,15045820,15151824,15169669,14395051,0,17045354
0,0,15133158,31757170,15346167,29871303,15353793,15079020,0,0,30507030,0,0,15288169,0,15000128,15213184,0,15243026,15288160,15139418,14848006,0,17042033
0,0,15151816,31875068,15409860,29890120,15384865,15111457,0,0,30742888,0,0,15296534,0,14996962,15315022,0,15291285,15356722,15207108,14898404,0,17128985
0,0,15184137,31990140,15592995,29999993,15441293,15055089,0,0,30781627,0,0,15322422,0,15013533,15343615,0,15372529,15537721,15228922,14867988,0,17221547
0,0,15201811,32038072,16467646,30130717,15497189,15155099,0,0,30900344,0,0,15419230,0,15054213,15377592,0,15515816,15591857,15470783,14943431,0,18058723
0,0,15216326,32183020,16802950,30040514,16036920,15203886,0,0,31085455,0,0,15529414,0,15097786,15462707,0,15594935,15803945,15682067,15227246,0,18240693
0,0,14607294,17206280,14537407,17160331,14529247,14599886,0,0,17414894,0,0,14819351,0,14089201,14796486,0,14325299,14773710,13934856,0,0,0
0,0,14620656,17599351,14914167,17224371,14653148,14611292,0,0,17445213,0,0,14826620,0,14417915,14855847,0,14480363,14798688,14321215,0,0,0
0,0,14882725,17599827,14906730,17222080,14687343,14816239,0,0,17449946,0,0,14917140,0,14665336,14792410,0,14872515,14871394,14474344,0,0,0
0,0,14880770,17617532,14907803,17315637,14878759,14816181,0,0,17445181,0,0,14915050,0,14638321,14908934,0,14876563,14959881,14565663,0,0,0
0,0,14894240,17628145,14914168,17328488,15018159,14853655,0,0,17551531,0,0,15043170,0,14704011,14992199,0,14957928,14992076,14600105,0,0,0
0,0,15122267,17639937,15080502,17350174,15117753,14923402,0,0,17536131,0,0,15031404,0,14675897,15082617,0,14979518,15030492,14739290,0,0,0
0,0,15174055,17648184,15115870,17369291,15147018,15009617,0,0,17464409,0,0,15139786,0,14791364,15078308,0,15007690,15048204,14926635,0,0,0
0,0,15116802,17631103,15165807,17422817,15187540,15062710,0,0,17438015,0,0,15156484,0,14962929,15111622,0,15005424,15065684,14973301,0,0,0
0,0,15209365,17674238,15195022,17274105,15419401,15151295,0,0,17450145,0,0,15229126,0,14960910,15161529,0,15084603,15079362,15078915,0,0,0
0,0,15247915,17735646,15235384,17437621,15454782,15161942,0,0,17538784,0,0,15217650,0,14930691,15281102,0,15204162,15117885,15076285,0,0,0
0,0,15237605,17722100,15208117,17371109,15445499,15224963,0,0,17472071,0,0,15248932,0,14987846,15264499,0,15183376,15158380,15422596,0,0,0
0,0,15251986,17766381,15209384,17466565,15502676,15281378,0,0,17550437,0,0,15252036,0,15071195,15295799,0,15401658,15197951,15494382,0,0,0
0,0,15298846,17783237,15335269,17405052,15567181,15367482,0,0,17543655,0,0,15388282,0,15064728,15348880,0,15468334,15192778,15506771,0,0,0
0,0,15337317,17730785,16706688,17382485,15621166,15410243,0,0,17501522,0,0,15431927,0,15190971,15402950,0,15511177,15430944,15561975,0,0,0
0,0,15450951,17793984,17116686,17345290,15803162,15422587,0,0,17521713,0,0,15890543,0,15300905,15439195,0,15672200,15641142,15683666,0,0,0
0,0,16703572,25631530,16053182,25351977,16490246,16696097,0,0,25981929,0,0,17194245,0,15910716,17388745,0,16364279,16855307,14770813,0,0,0
0,0,16903107,26390330,16979247,25503460,16573633,16818635,0,0,26030626,0,0,17281766,0,16304994,17379374,0,16420478,17058331,15973284,0,0,0
0,0,16940347,26518624,17302600,25480036,17127714,16861343,0,0,26012076,0,0,17473129,0,16584997,17569727,0,17197519,17252112,16428116,0,0,0
0,0,17136989,26527567,17455421,25651411,17314021,16953903,0,0,26006815,0,0,17539604,0,16604476,17602157,0,17227610,17339747,16500545,0,0,0
0,0,17487435,26553495,17512552,25679809,17808045,17331451,0,0,26115192,0,0,17740192,0,16805439,17750923,0,17359879,17380583,16498699,0,0,0
